videoId,videoComments,videoLikes,videoViews
vWTyBh53XlY,16,193,4459
7CXvkjRPJeY,16,120,3693
e1kyTLEtIts,16,795,23598
U9bO7O5w1hA,16,29,4748
XpjVwIXOm_o,16,95,6758
-kpDH1MO1nc,16,332,28417
rlaetOAy26I,16,48,4402
4ywHZqM62wc,16,80,4082
pu0d2izFgqU,16,46,4267
WJCLXILuPaQ,16,1032,91760
ZDpCIGPwf6Q,16,344,41018
yEWdyunyOLs,16,25,5488
Z3Y4hLr0Pbc,16,50,2197
yPDEUkOLELg,16,82,2938
Nz_EXuivz-s,16,65,1257
oY2wdybo9RE,16,59,3093
txI1BlDNBEs,16,40,1589
2dG1s2jAR90,16,16,1866
eOJl90p5-gQ,16,1570,23989
lsT7nc13zlw,16,245,8233
Zywy2cp47BQ,16,202,8285
13XAZ0_7JU8,16,593,7827
5Ek7DxnDJqg,16,557,8237
BinbHvEFeMs,16,270,10187
-C1FIQ0uQpE,16,2757,93227
-HYhoNMceYQ,16,106,3500
GIILEEZixcc,16,154,10539
q8uRJZJXjlg,16,796,19863
ytqx3hE7yyc,16,189,6496
jTRlLh_AaV8,16,58979,3755792
5qWLQr1V1LA,16,171,5756
-_HSmmYlto4,16,735,144899
jya2tuPHQ3s,16,42,5095
IQDp88bqJsk,16,484,11458
h3AQUa0xuqU,16,239,7072
M1binV90QmM,16,49,4349
1hBdHfobeJU,16,425,13847
acU4oOEyPc0,16,2129,4616
XundioRnjyY,16,48,2357
2TlFtxCNBjM,16,54,3773
zSo8s5yzO50,16,428,8155
gNcEEmiaqhI,16,348,7924
sARPKKMh_HM,16,199,8630
AWgAHnoPQbY,16,1830,20424
7svAfc27qU0,16,136,4783
7vhJSD19oRg,16,317,7979
hBfr7M0mrjw,16,56,3425
tpSd2EdG3jc,16,839,26707
X_CpRFA5H2I,16,282,7090
HzyeBp68rSs,16,200,13000
RWNd1pUJeRY,16,3,860
w9thY9rYi68,16,720,15265
Oj8--7-qZuw,16,135,8988
B9WJn70hL-s,16,101,5651
ICi2POEBHfg,16,220,8015
Cvkx27Boq3Q,16,1679,21565
mITAdcQ45Ho,16,195,6133
2s1F2y55TbI,16,266,6782
ek-QQ1SBkCs,16,105,12971
Nv1IZd1sSPg,16,289,9245
g7-87cMwJ2c,16,30,3451
DBagnD4q_CY,16,1079,29667
BlJMGSGHqog,16,93,5246
6HHMEZhy5bI,16,202,10734
ZZFKrFtYUW4,16,713,16584
dlHtB0MDrBY,16,9157,1036615
J272sROgnws,16,1336,23686
HUU38GXrXJ0,16,203,15390
zpLy4PPazZg,16,218,6308
2cN0EmwFpqo,16,3228,317197
ejZ9AnF7imM,16,3939,723033
BEHgzHdn544,16,545,12324
MvZL39xQisg,16,58,3578
G13vdrLkVNc,16,25,2049
pLns0rNKqEQ,16,210,18756
tJaMhbjhjvQ,16,74,1941
6EOW7Uludvc,16,109,4009
6hWhtk5yJtU,16,32,3301
ifGheVyhaQA,17,502,18483
K7BpO0xUvYY,17,1296,30566
1OZO3mDJwjY,17,127,2657
xDDlB51dX5E,17,637,46955
kFR9c3mUGgE,17,297,4774
VsmPyZPO2Xg,17,219,12045
ZX79iA7CILE,17,226,12664
p06cNc8fKWI,17,221,5849
UJfAZHb2VW0,17,306,5325
ZEACIDuafEw,17,141,4041
0nqfdT5SKeg,17,256,8915
126gamQiW4E,17,96,2935
lDWUJiivMX8,17,686,21582
CWeb1BJsmUU,17,126,6303
7G-Rvud_C0g,17,96,7769
lSvo9mRrTHY,17,119,6921
8gJ3p1h-QbM,17,592,28986
lxSBH6p0v1U,17,267,10773
UkqrrP2jzgI,17,284,10393
ZdgCZ0GY-HU,17,1757,93334
5fXMnWmhjPk,17,109,2057
QX-HvdacCrg,17,325,38320
V9l6HiwJSOM,17,114,16011
rD7pTI6OXQc,17,208,5567
MU7uf0QYN-M,17,93,6363
7XkXbn1Fr0U,17,642,20439
wTR0nEnHhg0,17,189,6029
Pp4HIN2BOb0,17,890,14178
70no4KDsWQY,17,204,5077
DedS74YKhs4,17,377,21481
HCHo2oolau8,17,123,6662
QuGZMgev3Lg,17,3109,54041
PHzlVBPbdw4,17,3076,286278
PJcnjH9O-2E,17,15,1932
UQJpGQCRldw,17,1622,22940
ZftUCLn9Hkk,17,199,22771
VRODnVZnTv0,17,370,27866
26NZAh8Uy_c,17,43,3792
iGxcOugu6sw,17,873,23112
tPmhvDdLzL8,17,322,21399
ZqrwZLnk08k,17,25,4045
8vfnxjo2rIs,17,234,16008
d1osTSo5FQQ,17,34,3299
bf2reWXReks,17,85,11955
TjlJvw6cNnI,17,174,5306
0QG7RZr1v08,17,707,75530
dCpJv1Ao8WY,17,1181,22649
e74FyVcKV7w,17,1121,33035
V8MKTidD4gw,17,74,7939
nWTkDrG_Atw,17,47,4146
pp_TaLWhWcA,17,735,14851
NRfPC74uFKE,17,106,20241
2eMyXpVIzrw,17,303,35603
nbjT-tA_qGo,17,4479,249327
sKG-bxA43Fw,17,1378,15403
fA42UK2l-0c,17,49,2420
U6HACZjuwyw,17,101,5941
99FbIS-POj4,17,45,2636
mKyIbd-HJPk,17,2510,148529
SzgQ_pEvlVM,17,33,2820
Ofsz_EhQzKc,17,681,25500
Ww-iAxDoK4U,17,400,7279
B1VNweh7pfs,17,266,19892
XRqywiC-n8U,17,478,26846
hcGClR30o0I,17,139,3671
LKMypolmPvc,17,24,3311
TPdNYgdPiKA,17,22,2118
nuRo8f9XjYw,17,72,3490
sdKWVDNlOnc,17,496,8952
JTf8Rw3S2lo,17,514,13049
v-7b6VZPiVE,17,1150,17540
4Z23jkciAVc,17,48,13612
Io_GA2mawVY,17,479,9518
UeQq--UAbU0,17,206,27074
33wv11E_AWs,17,64,4035
WNNBwCGuHKg,17,203,28595
2uMTToFN-B8,17,138,3519
39Vb9vpff9s,17,86,9348
YilajY7sJRI,17,1972,38210
QZQxiHvuTnQ,17,171,12803
wy9wXyEQTFc,17,184,3526
3NtE_wORPAg,17,487,8691
7QFZmdO3VH0,17,101,19959
VVpSDhAaW2k,17,96,7753
m1hr3T4Lujc,17,190,5794
ZD_2Ohzmc8U,17,701,32069
0kwnmYpJYWc,17,114,7297
1xiWRatNC3s,17,478,7039
yqk9MwM89Y4,17,57,4801
PlKrJbKMPZM,17,127,4072
QEpGc_dO4Sk,17,1593,74821
l5jOP_dTRvs,17,689,10847
QcWgojxb5E0,17,139,8174
knoEN3FAF7I,17,1424,25387
OtH0D1jGaP4,17,1879,253945
Uej63pNalVk,17,197,7326
s2czjfcdrwA,17,584,8002
wJW4NvKxsws,17,336,6459
yPqRzcKVl10,17,76,4252
oADvzhvINGY,17,191,11531
kA2Xkdv6wHs,17,105,7712
21b2jjvMWPw,17,84,6824
zoedWTuzmw0,17,79,10447
kDu1BhOXDVg,17,17,590
3UeHpD7VGQY,17,37,2456
MFfHCZauaWg,17,136,4568
2hPDS08MQNM,17,307,20156
KGekWtun6Pc,17,225,6750
eBX5t5je0vs,17,88,8195
2oQzyrdhg1A,17,824,8413
mLgDNCmLiwA,17,32,2338
EIeNy_Rmyz4,17,1137,14239
ZvGH14Uw8Uw,17,437,11082
9bvkOACxfko,17,384,6515
tNfJepv6kGU,17,43,3749
1E-nnLWoXhc,17,360,5674
fIxLeBRObDg,17,297,9108
XFNMvqJAKTI,17,142,7448
X6Hr7K3PuXs,17,316,13630
GLQtl2Hb-qs,17,359,9246
M2Cv2IC50Ow,17,45,3285
BrSUKhNpx5Q,17,93,6682
17HlBEN9yPc,17,558,24093
XX63ODNpkBw,17,240,26527
WmcKNKuHIdI,17,39,7810
r0ax4Gvfh-o,17,20,1517
vp0ZYkrQZ_g,17,14,1725
NlgtdCWmC9M,17,35,1242
8vySNyQ1UWs,17,216,8361
Wnwtg9gPXtI,17,93,4935
rYoZFz-Msec,17,186,5464
oX-ljWAUdQQ,17,51,2030
k65sHLf0dfE,17,50,2568
nhia4AxGm7k,17,814,17331
XSYHQ4m8fXk,17,967,14028
mYzVUduRYdA,17,27,2361
GTaRThgKM9w,17,1322,16358
k_whxVxyX7o,17,228,1768
XguKmt9nGZg,17,91,6356
OkfGggT2OAY,17,336,8597
tNr98UUix4g,17,207,19726
9crkXOBG3Lo,17,436,3502
z3EnTjZGrlk,17,1289,12872
hQQ6vCbFu_A,17,83,3529
R2mbdkT8AcI,17,27,3144
zVA6N8rnUso,17,299,20022
dVHFVM7rUX0,17,34,3434
Vca9HQDUyPA,17,199,12364
NiRwsGDJY6A,17,315,52250
M6vFG9RCrwA,17,37,3942
BAn8lvkVO1c,17,40,9520
xy1INNPoDAQ,17,45,2069
rTBmFIjHs38,17,182,14184
z1ednRcC6Ps,17,193,6638
hKLXyHrVJD4,17,1107,26443
Zou28JbpS_4,17,288,8854
YMfQJf02kOM,17,340,5569
RqBm0w5w7jE,17,178,4909
wYfCK2jfyU8,17,751,9881
knq_w0f3Dh4,17,1394,16069
0UwffVkQWdc,17,373,12603
kHO9kTQA2Ek,17,860,14935
3wxuSrdnmdo,17,219,9099
teWIKQCDHK0,17,234,7965
j_pw8R6z9YU,17,2126,53753
Q8i4z_nyOCI,17,275,34140
p1EuYlISvUs,17,1065,41417
Sjcs90kyZnQ,17,94,4141
CV2FB9ltz1E,17,80,9863
PUUPTrkb2tU,17,386,11497
Av6bQMTGAP8,17,777,84177
hVV08etY8h8,17,872,22868
S8AwnmXecpo,17,2929,14287
8gUb95XT76Y,17,97,15719
d6t7qZABVzQ,17,418,17092
m1dJhD-7D0A,17,67,4095
bEzJmJzj55g,17,1007,16842
4D2UKMO2a5o,17,68,4325
1X5LIEvPibY,17,97,7488
ynXRL1bUNi4,17,44,4629
VwRXT7pPYn0,17,10,2206
ESlB12YX-vo,17,61,4978
KT5GbI8up9I,17,201,9394
_XYmZAe8SgE,17,318,8356
hFdwi3fWQ8g,17,460,31082
jkzwVujDD3c,17,39,3086
1fIHAWXX2eA,17,368,10361
msEyzQskelM,17,1261,25049
dx2Zf7ZL4HQ,17,1119,23394
CSFaTTA4B8I,17,70,3625
Qmv0UKl37V0,17,1020,34386
98_rsjjaoUU,17,649,10431
hYzznDiyHgs,17,380,6118
sCZvClmVYiw,17,225,7372
l1sb-FlmEwY,17,1121,117073
o8uuPMdLSSo,17,501,5959
PghMQheaikE,17,1503,19879
fUEgRAzXh8E,17,134,3840
ErB7eC5AVBY,17,251,4982
LnC_kQs-H40,17,256,24797
SGpEVCOqE0I,17,450,12740
TzJf-WgVazs,17,65,3526
_rmBBtkGTCw,17,434,18267
s_r0sM91FGA,17,50,3714
RANm1kkox3k,17,79,5859
hWv1ANbtxY4,17,205,11740
aApg9vJJMvA,17,61,4055
i0R0NCDr4eA,17,244,6058
en_6gKcaGtE,17,249,9618
CyGURHVsp5E,17,39,3927
Sj5jlBbJbiI,17,31,2396
p82OPEz7Gsc,17,59,4422
SgFv1PkeMwM,17,149,4936
ZiSy2Qh815I,17,1858,64758
79kP_WN9vRI,17,67,5990
184aOVgMvXc,17,6,2146
JMUkEe7eQTM,17,835,40095
epB3msHR31Y,17,1125,28678
GFw_CQkchPg,17,2161,33016
3hSTPqHGCa4,17,528,19356
-DW41Lyjhiw,17,185,5439
7GarWzY075Q,17,71,8515
mDaFifWlfrY,17,52,7708
sDDToEsPyNQ,17,114,7571
UFU8PEaBvmA,17,147,6165
QGSMw9gMP3I,17,332,16905
1VpdQxBHV_g,17,66,6366
V5hKTbI84T4,17,241,20952
4iCoWF4UYJk,17,823,79140
9ljVQ06OKhU,17,94,10423
2a9XziuyD1s,17,109,5465
oOIw1PSk0Ss,17,71,7605
EuosR5KtDqQ,17,98,7341
1RIj5Jwgxa4,17,15,2499
Nyl4d77MSIA,18,116,2000
5NvX1V6AABA,18,24,5256
_3tYJCMeasM,18,229,8725
DzXhzWanCP4,18,247,10908
sMpi7nfrwz8,18,447,17459
YNQWZ4uGrqc,18,303,17415
Kj6igoaL4nA,18,797,21005
-se8_ESCUTQ,18,512,31320
omzFyg7t5ew,18,612,8520
7dX_DMni7Qk,18,203,14449
I853fRFvYcY,18,213,6512
5XaU0DCMuL4,18,320,32951
nBT17ocLMJ0,18,360,6553
DYoQpzxrG9k,18,100,3368
p_5SVfpDEME,18,145,2547
MF_uS-eBAsE,18,165,3551
mhzFm1BiN_U,18,168,3829
zT-cc1IblsQ,18,393,24477
oNEJsK17OZo,18,368,7648
IIMrSgaU7Hk,18,236,7119
uwQYAH5MC8c,18,475,19042
ahV-fKcBk8U,18,376,17699
eqzLIlt6TaY,18,184,9301
0dwq_mm5BfU,18,681,17501
tX6xfwOtJn8,18,255,10933
egcbzUdPOMw,18,270,9763
Bv2MBsq70RQ,18,419,20936
82fPl5l0vXY,18,490,19962
Ow580I2kPoA,18,72,4064
SltisPnZJZs,18,447,8069
WBuTxbvlmro,18,116,7864
eCual7LaAY4,18,1687,21040
8o6VkXa2a2g,18,561,7897
4Bj6uU4vcHU,18,980,17523
y2rx4IlElcg,18,539,15765
TXQrTVOT0lY,18,658,11329
3jNfUE03ogc,18,251,17232
oCiAAg_Tgfo,18,135,11607
sF0PLWdAQRY,18,132,8124
w4aKS-hDehU,18,287,12024
124I_z_UleM,18,142,19036
YvFX1kN_dko,18,1833,69710
e1YIlYuS9AE,18,112,8354
xeB_yFsfc4A,18,69,5783
BDqqm7ufB18,18,15,2145
aWPXt8mCJeg,18,68,3401
aZwrLnr8gTk,18,62,6220
oHeKbYXmvj4,18,81,3073
F58uun7e7aU,18,53,4851
C7-ElHYwi-c,18,31,3132
_tHLivNtB4M,18,104,4510
czpQ8JFyAPI,18,158,9976
_2L66P2N-j8,18,33,2894
qDI45T4n804,18,60,3857
MwB5C6GsQ4U,18,162,4857
_Qqvi0swiOg,18,430,6385
qnTXW7-V2hI,18,175,6977
h_Cp-Lqq5cs,18,317,6692
ygLF0nTJcVU,18,86,11287
H0T8b9ZMHQA,18,123,8515
envtdjAfh64,18,41,3328
mzXH8bD-dNM,18,73,5469
I1ug5YcY4AE,18,129,5539
oRxqQzfTi98,18,437,7385
2lKFU5PA8bQ,18,72,3896
2OCw6Po14jc,18,361,71956
3YaDdkPte6Q,18,877,22095
WphmPqNIbGc,18,193,10808
fAPvoNTR2PU,18,12,633
MEkms7YUvIE,18,117,2870
lqPOpY4Xewc,18,603,54440
tpIIJPBq63I,18,608,24116
v6Bbg975GRk,18,330,7749
-8FsJMoauoU,18,56,5022
heTEJ6L9u1g,18,3442,16791
bNVZ27NO_4k,18,1736,246192
86mACL0u-tQ,18,278,33530
N03cv5zthyE,18,406,11860
c3Brqev8MWY,18,28,2114
9-RnFF3TXxo,18,533,7681
LNJDXCkP4QY,18,298,3964
xtH_w0Xw7kc,18,27,3162
_xQrD4FhV4g,18,308,6718
OAKhgXduewc,18,221,5311
4r-pYZc6cAc,18,474,17364
03eeVkCmsfU,18,120,17927
ifpk8WaWiCo,18,234,25230
-jsemanKd38,18,193,14520
LZVrdNBUH00,18,85,13781
UGKoAaeGtlQ,18,290,22887
USJzGIrssSA,18,52,1592
4bdKM-Pcru4,18,814,19392
_Js8OJzNciI,18,674,26852
pEOuaBVKw78,18,312,4890
HzS_qqussl8,18,124,7501
GGGG4uNGCcg,18,7,2079
tAlIcolBoi0,18,384,4906
MmYlskBc-yY,18,45,2763
iMo7g4qYDCI,18,467,25590
JSWT-Eces1s,18,743,11303
A-8vHjJ0yR8,18,109,9656
4b7CfpCjh3s,18,1043,9093
zF37U6muoJU,18,473,19893
jH4tGUp5drM,18,61,2466
EX8FnDV4KDc,18,112,5701
ztpPjkhgvMo,18,650,48587
4tjyvhnRERA,18,184,8508
VTTfmnVQd8w,18,1974,82655
mjMAyi8vQKE,18,2791,113672
qkTsXWIHap8,18,36,1988
0_JETv3iFTo,18,34,3244
3CcYqPWaKvE,18,346,20388
svnyjNg5Z5Q,18,84,7427
CSyA-dtlf5k,18,372,4666
vhR3QygHDU4,18,1114,34068
qVe7JkRm4fo,18,346,36455
AFawDbdgzlM,18,91,6429
M_OlU02csqI,18,105,5273
Caeid1LhnBI,18,42,3230
2XAfdmC1WIs,18,126,11955
ftTcMGM3GY0,18,45,4482
yGOhYoTzgS8,18,669,22932
PVMPYZNUvdk,18,15,2198
4KDBlFrHZas,18,150,5271
SwGzzuT2r0I,18,329,8842
ALPDr-BFm3U,18,266,13066
s-ihZybCiSA,18,414,24314
WkTR2EwYZ5k,18,171,4460
m-OboZLePx0,18,41,2966
Ro4ErBI6TTs,18,585,16986
I236dwQYk0Y,18,25,4251
GqZczhSU7lQ,18,391,9726
Ub015sLEqBY,18,84,7234
ncoQuVzQvgo,18,210,16256
Sbu-NGJJrfw,18,293,53637
cDsnfLscQBs,18,402,9867
7Iq6oha8DuU,18,194,6760
HKgLhap3-6E,18,30,3405
sVUl9-ghWzw,18,465,29441
-q6FfupFrB8,18,88,9269
1nkPcqtwd60,18,532,28434
7vPUWj14hFQ,18,119,8259
fpieCjbRNJM,18,253,13553
3HUAyNF8MsQ,18,1113,64581
wCXc_4rbz0w,18,1176,54882
D1svFKz1bNo,18,130,5292
4pju5HX_efU,18,73,3974
IjDTdswqlnA,18,412,53155
GMR1bhQRsQU,18,28,1952
ZvzmM7LuCnA,18,219,6765
yADXY54aKYs,18,260,5651
MxkpzopQxQA,18,392,10610
ybbvUKMXdUY,18,180,6441
9zuX89i12xU,18,224,14005
8T8Oxm_pAoA,18,143,11163
iBeKisVen1w,18,726,15821
jPF44H8QujM,18,83,9356
8DbsAXfphNc,18,63,8694
5JyVYGLO1k8,18,222,31080
McQ0s1r_yog,18,355,20942
BwUdAovwUZY,18,193,29267
4M7SDXGDbWk,18,43,5199
PwxXihRh6lo,18,14,2639
NjEkdoNM3SU,18,709,16922
8WOlNUNvtFo,18,896,9214
uD38MzQKD_Q,18,748,37794
bqTf5zwKYL4,18,38,3860
sgrQQ1I8jvU,18,1968,22696
RonoRXs1mkQ,18,119,2288
Z6n359Q0H6c,18,244,11396
xy_EpzED5Go,18,154,6650
fBaWMKMOXLw,18,290,15656
zHUMPm8FV4Q,18,227,3719
CM7UKhDTNB8,18,493,15078
ErBI2pIPvvo,18,74,3978
hZiP6wONXKk,18,15,2077
89ksLQPy458,18,32,3512
H39CHlVZHIs,18,305,11501
0YkvNgEc0A8,18,47,4990
GbJYpbh6Rvs,18,346,9276
4rBDdSeJ3cA,18,172,8319
weiVDbsHvao,18,128,9659
IZNvQyU8j8M,18,43,3834
O1Aj6Q0gfCQ,18,95,7832
CQtE67vO2kI,18,1671,348185
w251IbEp2l8,18,76,10464
5U7NshF-8co,18,344,9402
UsToNMYCvPA,18,189,8423
b7VttukvvWs,18,33,1817
REIvi2MCO6E,18,38,3019
Fn2vTUT-ofc,18,182,4802
3odwvr5KOqE,18,156,3904
aQnZdBPTf-s,18,389,11294
M59jr3Lw-Rk,18,157,29699
xQZJwLvVjDM,18,406,15706
c645nf5A1UI,18,463,7415
eO_2NM6uEpg,18,787,19474
FmOtsf_9syo,18,127,11706
7FFYa5dXq28,18,19,3554
7bNG6kcNUg8,18,1099,76467
u-i2dgyu24U,18,25,2484
J0WTwLMF87w,18,676,18421
eWbaDQwpTFA,18,242,19172
iRGV34h9yik,18,259,13327
DqO_2-yAWFU,18,116,8200
H8eRf2ofem8,18,813,12570
VGhKwwVfLL0,18,49,4096
IlCjbujvjQI,18,81,2344
cFWahrtrRxg,18,698,10508
muNpJkg9Z_Q,18,90,4489
g-SwjcnOQLs,18,241,12396
QjlVdh7wlXg,18,147,8783
ZQbs8hB_c0w,18,2457,32103
l3Op7BLzAUY,18,732,57149
AZjO2cRIKvM,18,53,3753
0i1fbb01gU0,18,19,1434
8-YxE_PFmpk,18,43,3079
DqH2viNhpcg,18,590,24689
TbuFduxdSQw,18,447,6099
ZvUYvDBMu20,18,21,1900
betdHXYTDks,18,303,18295
Apo1U_IKxX8,18,15,2267
RZniLchYPDw,18,251,20326
r0Sb15vCH_c,18,1267,120883
bKmI4iDvF_E,18,529,21147
QHN3NzBqGSk,18,2265,432122
qe2MhxK_kxQ,18,167,11848
w4vgHOGZV6c,18,155,22825
Gvs0QDmlnVU,18,179,9159
-HgMdt3Z9Nk,18,203,12042
NQxMlGmJXgg,18,2913,11680
wI4WULfwo4k,18,81,5050
GrTj5SR2rUg,18,2224,313538
JV9EgDFJfg0,18,288,8378
iNY6YReOhfE,19,2688,35536
LVzUE-v4pDw,19,393,13569
vKIJw1Ejw9U,19,416,9453
Pg0v94dpDVo,19,223,11261
SS6c7XSun5M,19,1241,14206
E2F-Oa1bYsQ,19,209,9631
6EWpEb9OVQ8,19,166,5233
we3lpRR5G2k,19,338,17000
1XDb6PWSO4U,19,369,22718
pZ2qzeKsoKs,19,284,17116
CRyBbvkOebM,19,158,19879
YjK99YwplDY,19,72,5367
L_rzhKvVwUw,19,509,13667
61CFTi_Cv_4,19,533,17339
V8YWSm4-Xtw,19,447,8647
8jVVHwgTiCY,19,105,10539
1zhgze6Z2EE,19,157,6381
ZsZwZqKH4mE,19,217,14344
SdGjBvVVg5E,19,280,12338
BBI3lPcaF84,19,493,26724
qMLxWX49i8I,19,171,7148
E5xZnHzaosY,19,152,3577
Y35csYajVCc,19,196,5717
q4PZkpvj3h0,19,129,18601
8tICx1-viFE,19,221,4418
xecqH1wKIAQ,19,136,14309
qLFmWz0GaX0,19,130,3077
fPueN0MjuEU,19,354,4511
JJY_DlzvLko,19,270,5819
b0rsDPQ3bjg,19,242,6003
cyvkMFZnheo,19,277,17328
EzLZ_X2xcLc,19,242,9627
_cDl0TFICJY,19,343,11149
MbS6uMvuXyQ,19,640,26488
I7i1GfccZ-M,19,289,8877
zoEJQr1VJ3Q,19,229,9103
JhabusIJZ3I,19,387,13229
t2khr51_zrA,19,358,9043
IjMlk_4KzT8,19,468,20202
xiX1MDn-KyU,19,141,15386
C99la1gmJmQ,19,1561,27902
ZP6z2i0tfRM,19,871,89223
PbInJNr_5Jc,19,578,53952
RiKCr1pmrsg,19,133,5463
fLjKgnMEiYc,19,196,5807
zq8POoPrbGA,19,36,3666
NOFnjKCX7HA,19,1023,13684
SBv56RDY1mQ,19,889,21149
ZkdV81Ak-7s,19,157,7833
4bEqmfcVpTo,19,14,1536
uyvXuURIXZI,19,172,19895
KZ_4YZAqiSs,19,18,2821
Gf1ZmDDXrYg,19,209,13132
BAxwEzLMH9w,19,591,6990
9i9YVcz51Ts,19,145,6170
bvByO1p7pkM,19,444,13631
lmF41GDT3O0,19,387,13570
FL8sM8i3Ngc,19,1271,51301
lUups00ZPbw,19,392,15395
cTX43MZQEls,19,2138,207960
CckYc3TjLNI,19,170,8829
5oVGYEvTrfQ,19,73,5765
FwMmxGjWYb8,19,669,8747
Wx9CPTl6msA,19,154,6566
cEuWQNLFrxQ,19,1107,21347
korYK7-ZPnI,19,214,11452
EyEj2XEyP1U,19,66,5547
xVmyXOKu5eU,19,58,4352
2FB-lOvJo_U,19,330,7040
juF7-nYw1WI,19,1655,382043
mqQsjgjR0ZA,19,275,8360
bWcMW0BytMQ,19,931,23130
hIHt_OK5fJg,19,1146,25759
2CgyoMzkFSo,19,57,4679
_0pBwpMjOZY,19,172,13867
PbaPIqAnVTY,19,41,5548
YQb5UMi3nF4,19,544,67565
zuKCJL8XNwM,19,213,8900
yGETl6EAmMg,19,966,47180
X2oIDX4xMJo,19,111,8563
fYX7CIUTgbg,19,705,9976
vHF6WzsL4dw,19,519,13083
9PczxzEmnPs,19,240,11358
mf5CIjMZChA,19,153,6111
UEFFRQ3c64M,19,2045,25289
xl4_4w4T5vU,19,972,16118
_oNqO-rYZP8,19,16,1695
GWrtTxB03ZY,19,691,23392
3Jq1diPIYS0,19,919,17695
bj7zEPGCOqU,19,197,6206
xmfD_Xv-RgE,19,253,12830
f8QfOow3KJQ,19,116,4511
i-Sr0hERejM,19,151,8750
XO5-kFc_cws,19,21,1826
7WeBD3A-B9Q,19,1093,47724
wBWi5HGJpkg,19,774,41617
xL1RyFZIKa0,19,204,13085
EWpvjUbqfKA,19,745,4590
nC1DwHT-xTA,19,66,2694
DBpAjPHHwr8,19,228,12687
qz5T3ngVq2g,19,1508,14944
X05F3cUhn54,19,292,18217
LyoiIEfqQEE,19,182,6626
oYh_dr2V9A0,19,230,13912
vtgR2hZkvMg,19,178,6186
TW8yUyIRhkg,19,142,2766
2WkLaMhWqsw,19,592,14393
j05vnHaPYLc,19,350,32269
WBByV2AdX08,19,296,8876
f_dYG3OaeL4,19,455,17004
0vX-cpOxKls,19,1618,57082
MBYP1gcWcE8,19,82,5287
G3PlKaaAG00,19,46,2990
YZL8XUc8940,19,874,21298
_-Uez-f5vC0,19,76,10250
H6jA0PQZ3Sw,19,136,3118
I2oSUXrjygQ,19,209,14138
Xi-OKKRmmQM,19,112,5592
lDzsH73guoo,19,819,14025
l9_plLfltjo,19,140,5242
2a7SpNmVhCE,19,1778,26372
0-KZUdqEnYY,19,33,2354
_zqN72jVxMo,19,68,5875
chQ6b0SAcL8,19,8,1234
mAhEsEgJ6C0,19,50,3899
xt-rB7qnRLQ,19,748,38480
Kq55Xj2GtAc,19,1267,29405
VeagTebQam8,19,2108,66996
tGQDEfHzojo,19,152,10636
aK0-0BJ-Xyc,19,58,7385
yNX9N22sYuQ,19,314,16761
p1giqPC--Pw,19,81,8769
so66tZNf3e4,19,554,21801
jaUDQD3dV0g,19,835,65570
K-dTjydBRiU,19,73,7282
yvPYeL8Uh7I,19,51,2221
AX-7rcp2-Jc,19,2907,61601
ogNuh4uwMmc,19,1342,20633
F05auHPF0DQ,19,656,10642
w60hWxCFpZc,19,1229,25849
pQ_9J2H1kLk,19,72,9235
zJ_QhGk22ls,19,134,14495
jmuc52aXLiQ,19,386,18538
GPVWFijsHWo,19,2567,178332
WH5Ir3AfMkk,19,120,8008
3CbHs9MFjmo,19,28,1540
uBci2FG9XrE,19,47,3440
HYimrZCOicI,19,14,1514
b6ruKoRmQFY,19,190,54053
NuFbM9teuZA,19,37,3025
PbLkYtqE_dU,19,855,20226
b0MeYuBhAtA,19,815,22938
XiF1H-Ia1QQ,19,1172,196475
ABtyVlCQru8,19,67,9533
PTx99ssG5vg,19,220,14061
zrWfOYpaNBs,19,1945,90025
-29lM7_tiXM,19,1103,32266
aq9FYh_NOqg,19,1904,21640
7B7XPkURTjQ,19,1309,25784
gBk8pfKsA8I,19,49811,3963094
qpJ1qnOFqbQ,19,1769,83606
p1HFMPXOaG4,19,513,21724
bpZe-EAg7xY,19,224,15027
vuLQ_Rovz0w,19,608,32997
Bsn3N1KdKfk,19,63,11247
MNlvqkeC2Zc,19,410,17823
tvqxUPwtfLw,19,466,6888
ENzXMQrU1Is,19,181,6004
5N_cBk-T0xQ,19,1195,43293
FLRiqLQkpFM,19,108,12713
ljNALqJnjl4,19,745,7985
k-_H0YOgeh8,19,23,2048
SQ3sEIkS9lM,19,38,3524
hULLc8o2MJM,19,2152,34238
E_iy4Bcr63Y,19,102,6734
HZCuVmyfYfU,19,15,2615
31Yf9B-lc-w,19,1220,51414
LdbPmX57DaE,19,144,6250
eB6EQfTweiA,19,101,14862
vu_EVUwBp-U,19,210,8816
-3SmRYvERWY,19,57,4067
W6ZJWNyKkuw,19,34,3119
GwA7YBxtWfw,19,1536,116776
_3bhrmQjSTg,19,70,9367
A5rBD83NgGE,19,21,2357
U4LrQL7xqcU,19,1230,42121
U8NU0i9kzUA,19,100,7959
UP9R5qEub3A,19,239,9324
AeYv1Gl3pvk,19,103,4107
01JpV5QGg0w,19,200,35470
77AVvbuTimA,19,1123,44015
e4L650EzJ4k,19,31,1357
WwU2tyNUnK4,19,45,6680
9nD2SEsp8Ak,19,141,3694
DRf0C-vcTjo,19,913,17450
mCXZC4jyddk,19,49,8113
KqWf6e3k5pM,19,178,8901
L2w5-tNOgdc,19,87,7608
