videoId,videoComments,videoLikes,videoViews
LW5c-k0ze6U,47,196,15268
GFkLhul2vgg,33,195,13372
GVJJ_-wBLHA,30,51,4322
UXKvdUNgYNY,86,102,8390
l3rLOCZNsiE,387,494,40930
lyf5qAljaDk,99,1906,35291
bTi2GmDjC4c,157,641,56396
SYcmC6tMWfA,30,33,2224
tjbeMptEl2w,65,190,13496
HogizwVk0JY,188,265,26847
uGocmHeGd1M,57,4521,69666
xv3mE37A8Kc,50,104,14552
zw-QNRAVacY,63,78,5307
dRCdvnzl0P4,44,114,7674
uZHy7h9VGGU,79,673,38221
AVCL0At7Eh0,420,584,28419
03uShFl3DUA,118,10423,204988
yctx5qiOnXU,53,1088,15944
04a0E0vCMQA,90,2564,27352
53DwS1msuPE,44,311,16118
M-8T1VqE3ng,375,5119,201999
HPWKelBFZc8,77,404,10140
7lWcoEyFwoI,79,1126,70634
PhWYpeTjnuc,51,75,4325
1TH24RTRnJo,40,330,24320
1m5CyPgX4pk,39,255,7874
ymbjcylAAH0,217,16393,168846
1AlDno0y_1Q,1018,3986,359911
_e26nwQrHEQ,437,78,21018
7rbSKOXgZSk,196,268,13713
0Jxh8j6hkZU,265,872,32032
7T8liqzAMDM,30,535,9154
U-TBFX8dDIk,45,7049,74595
dXR7G3TXiM0,80,561,23543
rn67vhGun88,32,25613,864788
lIsjsFA0EFE,384,2135,103918
Fzpjsiyn5XA,441,2636,157671
U_fkkGAh_nU,30,1317,120223
T3WMPCHyUlg,135,552,12190
-WG8fpBLlLU,31,2762,42149
m5cuJ4UgxLk,44,64,5708
xkx7R-KRHJY,246,276,16213
iFmLu5Jn1lU,65,185,9078
898RfETsR30,167,9850,181004
qqvL0i-5aWg,32,2669,49686
qPan0pCAuck,636,620,42478
J08CzKuJeu8,49,561,13775
-6IDqqbQZUM,432,2987,140448
KnciDfe43eo,110,2575,31856
mmjpTXLZ5Rs,52,176,25158
t9A_TwUXH34,43,1766,324315
4ztTGmmsW1I,42,635,19491
7h21CT3RBrE,345,25826,472303
_8QkGXUIlhc,38,322,8172
xaEIkB4XjRk,187,1816,70631
4nv7lXnyvs4,58,486,19123
P6anR18xlNE,310,10944,215388
BCo1dUpz5uc,160,17078,386807
SV_sQlsxI28,39,105,5495
M-SQMiy3S8w,44,79,3464
Ygs3Yen816E,95,5988,174709
kObgY12ysBQ,273,1042,46900
Vcqe88XbxyA,84,6053,179786
DEN-MYlOrgo,202,166,12266
g3x9ojfZEYs,54,162,9298
R7QpT0SBdTc,94,4202,104141
e-sFl2Y0C0k,63,810,40248
VUhxOkG3ll4,105,10271,204853
6B0ltZRiymU,115,11093,159905
QP3lbEupYkE,32,38,7067
LeZNGIseJSA,60,156,6261
DvuDp57HaR8,164,18569,285444
2YvOJEbB2_8,49,7180,140944
Uy_MflMquDQ,33,56,5557
Q5n9l2FC0FE,119,748,51666
zQUlYZ-3T4I,31,997,11836
4QzJPMH4Nv0,30,308,22880
eL4e3AcJiFA,84,2347,39408
RJAE5GZVedk,1438,14186,659064
pYS-FZdt7l0,69,4881,437180
nNzeKK7FWvY,47,629,15961
dYHbVcqwoOc,78,746,31853
9ZguXAB4l6E,145,346,15641
ZpjYiLI6iNo,62,758,54931
x1d7IOJcD5k,76,100,6740
qFfYvuaUnWw,36,164,5067
XwkbT8H69u8,481,1603,149350
GSre1N82pqM,30,619,7674
a8aFWxkyVRI,196,840,148649
eXs9RGyfoeM,42,136,6227
eiiqKnzwmvE,50,1490,48085
BAZ_pkokBEM,523,27472,471835
giesiNFuiVk,7032,13184,1093583
aUhrJygNzyw,45,1055,12353
FHb_nnFPbv8,146,899,23248
WxD0jWq5Cgo,151,3205,29543
vqyjL51xrUs,73,15065,258964
rr_EKcT40iE,32,36,4039
UEaal5w9648,52,4264,73782
0mGCX7JxntY,49,217,10703
4JE2XYZLvfs,95,67,5102
464qmHLlY3Y,409,1773,105178
pueJOzSsahQ,65,2718,37839
5CiBXHZysHY,249,2396,49596
T1-MAlARWOs,270,1093,63200
gbKzcS6LlXo,182,9023,95951
IRbD9Yygp6I,58,219,17538
zxzZ4wc5v_M,48,354,6961
2qOd4y1r_pA,181,1666,205625
qBLzfmBOTbM,33,382,25847
zd0jwPUmZPw,66,5732,78061
biCoIMlv5Ek,48,434,34233
Bq5rGj_S5_Q,150,987,62043
gFHWTdcCV94,248,287,22341
LfGJtYbNR7Q,64,1088,22132
PxaBPpzQsDc,168,105,7749
dyJRBpDBfik,61,2034,30937
CtGnSDIrkuQ,64,142,4769
QUhdzyhQgEI,109,2968,71309
lj1XhTpwpwA,174,902,34576
EzwI1RTjVRM,133,3172,149991
xNVkqwcDEME,64,967,20488
xaGviZvh6aA,83,1277,87341
Tu5HdetQkBs,33,141,11560
Zjzu9JcWfb4,117,851,20499
NkILnE5JU_g,33,132,8970
Bu4KJJia24w,36,312,8081
DhUr7emul6s,62,697,14315
kg4AG8UfcWI,313,46673,773577
S7iGvAAuFQY,184,18905,228733
67LgPuiuO5w,55,2116,28651
5rX79lMe2HE,1103,117418,1422206
PDjyfdn8Tzk,124,2451,36480
JU27ODhvxnU,36,90,6046
Reja-W8od3A,33,90,15270
OSLpS0-_maQ,44,380,13059
5Eny6RIEoVE,137,284,37454
_b2hm7SUAV0,189,21585,155036
ekBVTqfnS4o,37,893,25276
sScnYZD4_UQ,116,1836,65853
cJ_I0M67VwA,8684,50030,1283557
zYeSYQnpGAs,528,12945,263519
O20hcJtF1lg,3053,26492,430714
fqWXk_cv4_w,2355,74698,2555358
PwYvpwzCsio,28831,102209,2539208
SGGzG5G_fQE,5340,74096,1924634
QD7YK0KEQiM,1278,32453,919826
J1-wBqgJAnA,6059,114651,2508120
VGISlJGrGcs,9791,150518,3150416
-276XRdv2DQ,5000,82875,2343548
vJBIIm4P2gk,305,540,41676
eHXcd_DfUmg,7559,62897,1089278
Z19El7Zt4zc,2534,36650,1140799
dC-Ud9POYNU,3030,34014,534298
iiTvUVUWBJA,1038,21315,368454
BlGyAH5NSKQ,10504,249979,7229100
iD0X3ZcZeCY,5857,59957,2020178
wW7LjBo9hbA,9296,71581,1780190
zJh1VCA00zY,1537,39635,787765
0WUul0HT85c,10241,71238,2432061
YtnNKskyiQY,94,1156,97181
CIvT4gGNXhs,6553,84476,1954577
jxVjDf-t1Wg,4365,104195,1987281
29HvxaZpEdg,2413,38216,576868
yzSh1ZKzNh8,3305,77553,1771313
UdWiEHo8ktM,188,3773,61332
e1C8mqxeIjw,2715,14190,205527
wv_60Cs_EzA,11797,79544,1086837
IfxltGlDYAk,2401,18268,334891
Ga3bWycyKLo,2979,44803,1503535
aRcU6RUJdwE,1222,17175,280961
Va0k4FkMeBM,3946,35859,823500
-Dcz2xom0EE,3476,67953,1168618
JrxxbvJ1-gY,2774,29141,386362
kGMmKfl3Rlc,37,66,9767
aY6G2RqO7jM,2371,12231,239831
Z9sF1Y8MZ2g,282,3549,78718
Xw9EDxisXLY,230,2868,68173
jCjR3HfuVdQ,309,5697,85734
z3fiWNsfI4E,318,3215,53796
I961Nkzzx2s,1110,12729,131141
FnLHFL4nbZg,2228,13164,306752
z-1WTSI4sik,8237,51145,781473
AUPu98iAzoY,31,551,10545
hoSYNfXVhgo,172,2063,75687
ze3evhsdO8w,50,1708,45478
Zc1Xp5NePIg,69,808,39707
AKdPZ_WG574,36,274,19077
C07RllECnsA,66,387,13512
eAcKTJmVOMA,52,2125,39072
eN5LMamJRA4,32,886,44198
QEVrZYcuDOM,69,11,1158
dpR-t0V4QGg,33,112,9679
cahvPxKgFQM,65,339,19927
l6YTBRBEttI,51,126,7416
-dws9Cyl2h8,278,459,40717
n0VE4-rdyaU,117,48,3014
TiyRFQG4RfA,909,32000,1186774
UCx1kvsECUo,52,62,11329
TCdPNy2-J0M,42,9,2201
uDNaUwi6x8E,70,642,17852
u5Q0l3Ul3t8,54,2441,45803
iTPg6MC_X8A,115,469,24060
c6hQpiczx8U,229,8645,114523
idb577nkhfw,140,171,14251
9fLOikzM4Pw,61,148,8059
XsmxAKJ97mo,822,45,8750
rsabECmKB5I,316,12,3592
zjjS3AGBtIY,376,7783,249431
LEK4u17jEDs,206,78,5543
dldgg02aLJg,144,73,5139
L9VLuENGm4M,32,19,1271
v02vmO89qf0,77,472,13486
nTuc5U3fOdI,284,338,19031
81uLuItv3ec,93,112,7096
c9SiE3aw5vo,196,898,73098
DX2DsncCoDQ,865,6743,520586
J4LJ5392wps,105,771,23381
WCmj4UYRui4,107,2567,43485
29x5eWXhkUg,50,2935,273161
WaQj_viIsX0,199,193,12799
dUZJKZ7VZ0I,77,105,6853
OJUjbyO6fjU,30,460,8534
m-_gXdP90Hk,30,228,22325
AQFmAR3u5_8,437,15965,213459
jxx4fJ2YrLs,170,2276,111729
yV2PC9BzTlA,79,30,2816
5tq4WtkhP6g,240,657,23158
2EvxuYAgQ3s,103,4251,78140
6IctHneOCO4,36,21,4760
Fo6HusFEzG8,32,162,12197
z_MzHWVDAwo,101,88,9721
UhBKrzy3C74,32,53,3607
9UULt8NPMj8,77,118,8293
4QA1UHoeff4,64,277,18673
9LVJAdFJzH4,898,1679,93862
-xkyjGc-qiY,243,1035,51986
jTHUTlBgDJk,83,42,3791
9PxQKXW5TZ4,56,625,69825
GMchSaXGoDg,41,935,14807
eyastAotMXA,126,73,7797
fljMT_82FGw,63,847,78641
NEbMPMjA1ic,154,9458,262897
cRGBnC7XzHs,103,546,34576
kB1RmYSrpm8,112,4324,60092
aJ3buT7FzgA,68,1598,21837
e75uuBhuHtU,182,317,16802
bQ9auiGdUaw,49,117,13946
pmabPe9k8co,69,491,72121
6TuOCQF9FAY,52,871,68947
2aK9U21Sm7s,79,288,35815
uP1xBlTMotw,116,7595,765834
XBsO6Z1lpH0,45,159,15157
HuOJ5S4DJkY,51,598,20507
g-AytKfSxMA,36,541,19165
RmGKuxCSOWs,259,898,22893
PhrwVngzuqs,378,1292,77046
3knqQjweeRs,1195,3129,294704
CEEN0P1CArk,36,586,19758
GpPmJ9ig-2o,51,903,23354
xSrtOYbXfok,150,1510,207193
WcVGkYzPwBg,713,1386,241399
KuZGdUxrTCo,55,197,18440
NK_yhN1DJfQ,80,2806,33280
j_nhTSpdJ2c,323,6254,210717
qa6QuNvZ6Ic,183,377,18526
olHo4kdSiuQ,181,592,35400
RfNBv8uLd-w,48,265,39358
BuzPsKtoExk,53,79,6954
1hXkaHhy_9g,36,455,29145
jjdL20f5sO8,436,1226,47477
nlog5ROywiA,538,501,54782
cyYWTV1VlVo,36,84,7874
IsdJGux37j4,70,192,10270
JBc10fGeRC8,124,2401,32367
ukrItvWyg_o,56,270,20174
YZ2s38NtWxc,429,10938,267397
iljwpwHWl3s,97,934,32510
8C_yy2HMTk4,635,3545,442622
XFDGl0nHokU,59,2005,55784
dgNJhPOIoA8,379,3277,401678
5u_uh3ZnMHs,141,1670,285881
6DcGi3rXBTQ,632,1831,207567
oVvpLvEk2nw,38,459,19713
X3Ilk4HFCpc,64,2055,27365
YDS1k6ioFUI,90,2133,43542
DoZSQmyl7Tc,65,2048,83747
rRuHDi_ca7M,46,1663,40387
3yDNrNICj_k,94,650,95053
BqsW541qVoE,67,904,55242
F3_Xs5ss65o,32,194,12941
QqqEpFQycuE,56,951,40297
W_p2qPBZmXs,50,998,41091
NVASrR-jkWo,62,1664,66090
9yHcnlpuQM8,36,150,14582
06mL-6IkVks,76,3165,161967
paXRaSWi5y8,,114,6598
2dU_V3j1qE0,120,1825,40218
2sU7GBO6ERk,36,3253,67339
WIxPUR2-L_4,60,256,14308
FKunR0iiqxg,38,325,21480
sQvGvr_L4-w,99,24,3904
lk2_IFcYEzo,333,492,74231
nyVwtUBtzCM,65,390,25035
yISmPQauv84,85,293,24396
pVacsOAwKbI,249,4496,258620
3hKEt6hODKM,207,5978,71594
uNArRE89SKQ,37,438,34382
bu71s31ZytM,72,4758,165812
JrWy3Hsex6I,366,1975,287610
CU8XJf24mjo,46,727,26957
21TkMJhwfRY,30,319,16825
65ipKiI6eac,48,103,38279
xHfbSFzk1kQ,30,1168,23052
xFPar_3k5a0,1122,1180,173065
NvEVxZLsmUs,509,3506,71755
bblXLVVM1zk,282,308,20472
8u81v88zvTM,275,517,95776
9uNKStNNEXQ,33,73,13605
NiGxQz-dWwM,125,974,18087
q9pfbz4YPnQ,58,927,16135
7e_c6ZvL79Q,93,253,20098
DMRQ6d-ZNik,103,482,20930
V9fl2hquSLg,36,77,4402
5IqgkC3LQzE,189,1820,77681
SFVMRnIzdtI,365,12138,195753
gvUfTkEbUQI,75,190,25396
hdlSZ6rdpa0,171,1291,54182
U2sMjqdgm3A,69,1355,20778
CYlUNnERNlY,304,1042,39615
MfSkAYbglrU,112,3272,86568
XnmQKJ63HF8,67,767,130009
mdWIHpyk1SY,111,430,40016
JKGzXMr7jqo,103,1356,34205
sY7IXtcp9ec,31,2173,104922
8R2AnpSn_iI,1047,16079,355580
iZvN96QgplA,57,206,23457
1POLKmSl3bQ,111,800,39623
zVpM0yKTyhg,33,359,33299
77vIzgEkMs0,430,6760,139030
pgiGBDB_a4o,132,140,12204
5lJspQ4T4Ws,90,7769,311881
2WZEkFF_HAQ,5551,8002,500078
L32n0xcdpAg,650,3024,111046
tfsZhTINI18,52,314,59408
SOW6PI7RaDQ,131,4421,167843
I8NMpprEA-A,309,2878,80150
WO9s291UvjU,282,4512,166134
MhMVXdUL09M,213,475,38138
ZKVSogAPR0M,525,9335,640670
Z-kuN_dfJWw,146,628,96245
3MOrqOaJT-0,319,6712,244254
-JrpNgrTAn4,72,59,7003
rVwo04PJ2As,1523,1230,229229
ipiauYD9lk0,312,745,42137
_f5aS1eHYX4,78,605,143377
0HKsgxZ1NGA,280,166,11102
DJFvNm_PThY,215,11514,420898
Tbw4jGWcQBk,685,1246,175398
_yfV-mxxuHI,41,417,26736
0NKlx_x4iTQ,48,1041,27908
Y_EeBWPbUBQ,84,2936,170094
4NrC_RfNFaE,83,2962,120466
H0dSRSoqxbc,111,381,36881
fA1Qs9MYGqs,647,2407,148243
tqtFTM91SGw,208,4222,84350
VaqeIbvAukE,77,1701,64326
sSoJg9qXlOg,45,368,27567
ILNGm7XYOZc,320,1059,158752
OgGsQZnrUm8,944,65971,2084668
xHGfFDIAa6s,76,338,26181
EZCv-2KGf5M,86,571,25733
zeAZW__vLW0,558,6227,314408
s2GGbac3J8A,99,420,22126
yCD0_rfeAwM,30,127,4059
jyCHWNsFi1w,945,19038,1399320
ysmkkhTfte8,68,531,45410
njsyCv_RwgI,47,4021,651942
TpuU9p8e7Wg,566,632,33526
muABFmxpN9Q,795,30737,802243
30tTfxO3bR8,1085,11352,589421
866xnQwKTZU,774,8054,1066478
fXRtAyQxk7I,519,3246,515565
N5_1b7c8JLk,113,1812,82725
wxii5Pz5YKc,66,2302,51180
OoEy_ltjwpA,250,5467,151147
XTMq0PFX9I0,46,1473,23797
t6OwODpR5pw,75,1047,57639
IreeRlimlT0,37,71,3425
NXoyjpv19oQ,381,1860,59401
6-fw9i7Tsu4,33,164,9779
YbqliFy5QNY,57,2005,43226
PjsbtB3se2Q,55,311,48662
XIZQ-V1AbrY,102,1736,26521
nfcE6auiDQU,118,5077,204107
QagCPCG7-ZY,38,577,17437
hdXrHKN3oIc,500,539,25829
b9KhXgYWzg4,37,358,5272
NNObyFimgdo,36,1995,22902
pjudGkDhlN0,54,82,3084
feoiTRbOSVE,80,653,18337
bowUi-b-KQI,45,102,3274
NHDmcV2KdLg,96,5059,237256
WwpHrQSJjk0,31,59,5527
7MZqwDTYkts,161,1025,49831
nAGAcFcWKKM,95,69,4813
blDJc7wu0oM,79,67,4000
xkSLh8LoX5Q,140,126,8353
N61jvMpoAlo,79,130,9159
m2le7qybvKM,89,372,27987
bSC5vnfM7ko,46,1811,30323
pRgpK1Eblos,30,203,9759
sCWFL6u9ouQ,86,84,9355
dj13eH0eu9Y,319,3816,74990
GhVYB61Ywy0,64,151,12329
4sExHZOAZ8U,52,5510,251214
Ati5ZdHWHa8,177,688,19778
XQp4AlNpf94,67,2935,37070
goh2AE8sb_Y,340,1184,59124
HYF02qvECk8,79,2531,23868
Xd9kZZWNzAw,492,20097,385128
b-jEG9BSXnk,1473,10050,485153
T447fXIyS34,110,1705,37163
alLEUJC-qeE,39,108,12532
6JanjMmfZPU,434,1801,120297
lG1-XoYWOgg,68,156,16956
Fr5VFyLr0Yo,211,3160,135579
DeN4q4DyvNw,41,169,15762
Q2aaA3wJjLs,51,903,33285
OG7PvVadghk,98,214,12181
w9iAsMMF52A,139,5315,86498
YhxBKmru0so,63,516,15758
g9ypGFlowlY,231,19568,283641
J8CqoX0JdxM,50,1368,61938
IfeHLyb4-48,56,790,27275
9AlPM4q9Cjc,126,2028,150640
CdEZ_6iFG8A,126,3872,102518
w0aI4XNGq3I,83,410,51014
lqfc_rLQK6c,105,1867,38424
FNIZbB3uxhg,88,2061,23394
3DsP94RrDvw,289,589,50193
AwwpSgpPUdg,113,3194,50795
AWe7eIrXiFI,152,174,13191
8-MHgoPf-RA,78,12905,410202
_M21pYnATDs,224,1339,269855
QgAeCO6LC4E,72,61,3878
vtvViMnf5s8,121,58,5729
gn_bNb5jwms,79,2188,71887
43SlBrvXZB4,139,352,19378
ZpYOy2Teyy4,458,7888,435077
M3OiKeJXJ58,43,9030,460453
qxrCWwkAlOI,4680,38968,2490932
9PWo8UzDbpU,106,3580,242283
3bdEWyxl8EA,77,87,8944
tOte8Zy9CCM,268,9693,243729
dT1UIG3zDjE,47,1352,26182
lXcf22_J6eA,98,1171,69229
IWwGTiB1_s8,37,1590,25100
tGDmWq8vgCc,47,149,9042
garcbTqsRPU,78,542,35642
zgtL6QL0pp8,198,803,24655
D0ozZnnh17A,1066,412,25844
vWhHjNE45z8,70,722,143239
JXXJRlleXlw,229,166,7047
-wb-YJWNRQU,84,130,10089
vZZ5p9iIXbo,88,289,15153
YweSRstI9pk,223,531,20113
JwS5qs7CwRg,73,5861,129581
UwtSqzIj-VE,393,8946,290409
4MmeYWVILtM,360,686,48338
6h83-YvPzLs,194,220,11476
HS_auUCdtuo,1385,25478,1928437
A4ZZp5lwSMw,39,318,44078
gH6NS3w2aBs,42,37,2479
JPPMn1gSY0E,275,321,14370
EHEgPBrndvg,36,45,4586
sewgyLp1_p4,114,392,27964
uK5_6ECvexo,53,1740,69582
PUONtEglmwA,87,333,13267
D8vbF0HrmI4,30,190,5961
OnMjIX9cKwU,132,265,15668
we93JwSit5k,116,4362,99917
NwsACUByCsE,101,445,21797
Nrsl7Hmu4aw,76,845,33516
25mgQcnYvbs,86,281,18010
ee_JRuFVcXE,564,2344,112324
W9IElSh7qaw,53,529,18399
Az94uV5HFbE,44,84,5432
Xhcg9fjwSto,36,320,10410
RpvdzgWFk0M,55,153,22033
lO2vx86_b80,197,236,18115
SWcB2oUJbQY,152,1295,79773
WqUjISV5Z1Q,46,553,26688
89rmDuQfJYg,410,217,12323
l-yndETRLVE,54,216,21601
LK_5baezNX8,443,468,31777
7RzmCqCj7ls,85,4704,57008
qiqKQQnybjQ,79,264,15724
BxJ6WC1dyTY,64,350,30314
0aBDCg8WV_E,37,565,20576
gnTfIIIuJ1A,154,57,3573
yEVHtXzrCEI,69,174,7211
Bn2vhUgoTLM,3474,1719,140132
lhk7zzz9xX0,66,908,17655
-9pGyiFlh9M,79,217,13049
hlAsqjdX2gQ,80,89,4812
Si1R32nLLH8,84,190,18670
voZxIv31EQ8,64,608,51037
wQALZGnFIRY,273,257,21354
550rAD2nQiM,136,162,13881
pJUO45byKZ8,119,5844,103346
zR8Z3emgojA,46,3512,67423
wOltKBQLeZc,199,130,6741
qOSsnqyXWUo,99,427,40341
1bt8sOuN-BQ,30,297,23426
NSCZYYJIkzQ,62,221,12717
sbGTtPeKm0Q,56,52,7821
w8UOpLBz8bI,302,373,27375
o7VbCJtxVDc,117,211,7588
gKj6FsqNPwc,31,1700,58951
JnwEZz1Ux3w,2149,38359,1188736
6clti1Wv23Y,108,24884,343328
xy4ZycVm9vk,41,238,24938
CeZu25w5r3o,373,493,32463
r0SjvLKWAuI,119,186,11566
sPqgtGl2ehw,130,601,77603
LLfFULwabNw,40,92,6835
BhMi6UmLFG4,117,5207,60464
UmT8laQc3xA,89,114,7785
30gZ9mGJ6AI,51,33,3010
V4APX9eBKlU,152,217,14890
hsxHBlj1QzY,30,533,19471
2ngdzuDCsUg,93,197,10716
vwuKvLn6rWE,54,67,7308
ZOVTCnts9d8,63,89,6215
L4FHZq06EY0,127,183,7259
2jp8yOFOGwc,31,1767,21578
MyhewePYQJg,303,428,15839
BfdNetmnalo,167,5641,188530
0eoMJrRejIw,191,5567,79661
XZriDQkF_LM,89,152,11620
nevIQNIFJxQ,131,1235,72021
CYM4fEXb7tI,531,14123,197213
vNtuQjJy5U0,57,807,25528
UC_8EvqSuS0,1994,3096,351083
tZXIw-7a2HM,183,876,30780
bzI8d83trhM,44,62,5359
RFZwQz5E9Fo,185,616,21963
spsF65MMYo8,331,1085,32328
r5tE7iei_fs,43,46,2980
LQDlo3_if6Q,55,22,1734
OsqzfmdFuCE,43,86,7654
3PGZIXaNrm4,190,1033,69843
XEL2qwBboSw,50,448,31783
lcwH7Qy3u9E,140,2779,110842
Yc1AHWmSC84,31,2084,26341
YEmxmSWSDcs,40,298,21520
Qyfsjo2Z_Xc,41,188,8245
6z7ywaYUuEI,1024,69137,1240085
fm47XU-c0EE,42,609,5683
wVEGQA2UCJ8,75,6713,106256
qYW-KDPdRLo,107,7997,159910
5iIXPcBlU8I,255,33935,314049
PUWYz0RgI7o,103,256,14091
rv_xhZanHqE,180,360,16388
l5DSz3FTugE,117,6501,135462
PI0y4U8VHO0,58,130,10471
q3gy5-ehat8,43,7481,178719
0ZvhJ6-RbQs,236,2377,85966
HXiTRGmIRG0,557,7017,288007
aGhyUIYWUx8,42,160,12739
dT9MatyHbX8,1032,667,42847
IwcdmIXnRhA,102,306,12699
ZZF1j9ErdRM,62,20764,887664
WbFqbexZLuE,56,1434,29679
GezauXpB-YM,182,1592,480182
Ov8F20mhq1c,302,1265,62392
WXH9JyBzNEU,63,82,13313
s29TgqB8ujE,273,12586,170673
xUvz0a13HQE,215,4326,157587
QVkU0NLXATg,1052,8215,391645
zQP2DnkW0uU,891,2538,282976
0hWvCizeX_w,96,7486,68263
8_VYi_UUVUU,72,58,4119
n_0kNwNiBgA,40,41,5990
RAxhco0kfFU,340,24522,452307
sIp5PHBpfRI,1159,8277,582023
L3qiHK7Tu3c,36,1100,12890
wN-l0i7B7X4,48,196,6575
a8-KhAc3Vbc,48,3363,107366
lcUPZjbnr1I,30,85,8600
6SEvOggnhuU,159,8031,205230
T6wpO2LhDP0,136,2948,120319
gZbwW22HcvA,54,135,4016
RP1Gi9pd3LI,33,232,8885
7kP5a9ZduPc,1106,13948,565083
ly7R0sV9dzQ,83,1749,42266
XIeRwjf7EVQ,38,155,15117
Q8q5oD1VAJQ,65,459,25085
9143KLvS_7o,46,543,17898
MRituQ31w04,944,20810,1423586
RuFgr-OOD10,150,958,28008
JlIHWjVz98Y,37,3168,36973
nq1fsvntYhI,38,667,9258
wLcydqZcEuw,157,1245,39969
3hh7BqFFTys,264,19020,278122
8dNkItX2QKs,76,193,10897
JB1bkcY_rOk,467,331,16614
hYX2_j4X56M,89,146,13398
WjSnb7V31lA,135,205,13676
LeX7dRnmE1c,91,225,8309
ZP7a5uwDwWM,142,136,10568
JxQDnsajFNk,50,3606,60555
XE6I6DCzzl8,1039,7901,233876
UpEo7Zl-kzk,46,571,9139
ekTAMu9ZQYA,100,133,11695
o5UI0df9sHQ,65,172,6220
fSWMKOygHVQ,834,9207,310846
VqbgfPMtF5I,207,204,11652
p8CcPkvTdjI,177,5846,75096
Sv1wOQk7dNI,31,477,6389
G0Qx1dg_D6Y,59,2102,33529
veL9Hf479Ok,96,217,21359
G3ZtSjep1VE,298,1584,45934
81cGRDhWnvQ,42,1476,17059
FUNl-_31QqM,189,358,30420
oq3G9DV3FaU,930,16988,162944
xxkNQjF_Ur8,96,147,9736
PJa1p1uZrvI,82,5522,84857
sq4z5vmp-5E,41,9582,550471
lpntp_yi7vs,39,449,13483
kJT1UirWvCg,31,1371,16650
VWN5z1_pnVY,30,375,6759
cFqWdKwu9vI,51,6586,72477
1lKf7nGUeWo,63,397,13373
oCgtXdakIYs,61,324,21478
Ml4su5EkVlo,48,397,19437
-I7NnR4bS7M,52,1689,33976
PMIwpcBIke8,67,514,19812
CTTVLiy_37A,207,25562,597969
-_pwetyAV8Q,129,987,57920
eibq5S751zM,580,599,35127
UtLO3vF5fD4,100,4310,135153
s8WVp33LRug,33,907,27376
Qvfi1a2ptsc,58,3655,255201
waq-Pipb8qU,47,215,8639
HB-HtEiKQCI,38,1838,22492
Gopx3n0tUxo,36,5414,66225
Jo26o0b5Wl8,68,4769,48566
YZ5NDvwqbXs,38,2023,28914
9VVHA9BCrtc,72,8491,100897
8_W-d2PRI6Q,32,1757,19085
dr8SJtxCohQ,378,41183,634544
VZsTs3ZZ3xk,70,4601,69833
MSuspOLrbjE,107,14519,177809
eUVNtIT9eT0,137,20394,288441
GoprhUlBw2Q,40,484,26196
ri3FBm5Vkd8,43,2039,20946
Blr7kBxodfM,500,7722,224025
cTJbxUL2Pw8,1334,11385,152405
HMv1YiWcXEE,1776,38895,511524
5MLIZz5Jnyo,5013,61910,1193446
OKsd7uKGRoc,2490,38586,752686
O_CANj3QavA,743,19075,370690
v5ChnoswSaE,1702,47974,1156224
QWFUuPZXpQo,2266,65674,1481386
_wpQ8mmzjO0,13627,111542,3039272
6FyjbiG5C98,7338,49803,693747
dvSvB7DZPXM,1913,41692,932620
W1aZpug--F0,3808,104975,4162528
9kOg5sYAeHY,12096,78062,2256937
vMyn_6LArVQ,3620,58725,2210390
BtKmEJv1tBw,2662,64296,1904935
zXycEcQXKJE,1823,19764,266918
gZWySUIctJI,9356,52076,1053461
TGxjE82HMjM,380,7471,108629
hQPXfDRvSX0,1826,18019,287648
LqvaEdpmUig,6926,66126,1099212
hv6i4hyJL2s,3546,61001,1669220
_1DvJENyseI,2440,66869,1689060
-2pCBXSpJ9U,585,7724,116960
wKKe-wt-PTQ,13653,98919,1708756
MtKCvwmUQZw,3903,47586,903364
u8LVXrXjIKI,9711,57937,1300957
66tKz279Bmw,1528,28761,425487
p4WSdQQkcrY,1396,9587,107684
aNz_L1-0J0g,2307,29751,558955
WUh83keQq3E,2892,38701,574838
WngejdXGvnU,12808,56859,1182374
srb5r8ICPXc,4703,52569,1275086
0Bg26QgzyOg,5617,32758,741152
k6Ll-zyq1Fg,834,8807,108983
YmOBZJFWVwQ,6308,109496,3239765
Br3vVtbzUx8,16718,188083,4572243
bcnl_PbNZzg,423,6757,107456
0xfSVTQU5-M,79,1147,52420
XN8YxK9yReo,32,75,9708
7SFIePJAWDE,340,2468,72674
VtI_nyFZiSo,141,276,15880
RdxH6kPH2n0,55,222,7325
ri_-rXtzVgE,32,3174,52852
Ba5jAkOCpF0,108,7030,205149
At4wnOOxsKM,77,774,35272
4d7bWpiZccc,585,1231,96572
UUcDUuQuAuI,49,354,16886
rLxLAOpFw4c,58,193,21138
QSWtsH37JS4,52,142,10253
0UTkHMBQKhg,33,157,20384
gTN2CjyWnYY,172,1244,54269
gDjPRkBpaN8,36,95,3851
_sunba_CRI8,51,269,5756
fiIK-YpRZRU,80,197,14598
jBv39VcJ0Lo,39,28,3033
KJGl6l9O79I,119,2991,104555
ym7euTEgiRc,38,2278,109388
cTPb7Zs2q0Q,143,1626,49257
9QUo9SOP0L0,236,12620,340476
BK_349wuFAc,423,39,5690
U8bKhfaTl1s,322,48,5553
XlMzQWlmmwM,71,1741,74571
77alXx2ZQY4,59,61,5448
