,videoId,videoDuration,videoQuality,videoKind
2354,7Q_okPUeunA,39.0,hd,youtube#video
2355,ruZHA_K8_zA,8404.0,hd,youtube#video
2356,gpZLPYjBbEY,69.0,hd,youtube#video
2357,_-BL3VDHG4Y,272.0,hd,youtube#video
2358,2BMR_qRyxXk,73.0,hd,youtube#video
2359,xB0oeQoEEp4,108.0,hd,youtube#video
2360,dsHgRCWMLv0,59.0,hd,youtube#video
2361,kppOqm1QHig,100.0,hd,youtube#video
2362,sv49mF_zpT8,4860.0,hd,youtube#video
2363,BdpFtO_UPEw,599.0,hd,youtube#video
2364,_VwZEOsXAAc,16461.0,hd,youtube#video
2365,gqZk0GIai_g,61.0,hd,youtube#video
2366,xBGBHB7I2FI,9570.0,hd,youtube#video
2367,8NFNDtM2ldU,246.0,hd,youtube#video
2368,Nx-t-nEq4wg,4741.0,hd,youtube#video
2369,x3ONMADT-UY,59.0,hd,youtube#video
2370,J1gNzV0Dogc,259.0,hd,youtube#video
2371,31Yf9B-lc-w,42.0,hd,youtube#video
2372,mhsG9EmdxvI,44.0,hd,youtube#video
2373,WW06-MX_h8w,278.0,hd,youtube#video
2374,6c-qeb_uESA,544.0,hd,youtube#video
2375,YtDAC4rNhog,6763.0,hd,youtube#video
2376,OUdNrREgltM,49.0,hd,youtube#video
2377,WA67DnSUsTs,33.0,hd,youtube#video
2378,vmtGdxPZaVE,65.0,hd,youtube#video
2379,jy9Vv1MPB3s,11315.0,hd,youtube#video
2380,kIOoQXRfNl0,93.0,hd,youtube#video
2381,TKU2pbR0O5U,31.0,hd,youtube#video
2382,_BEEhHAUmYE,3030.0,hd,youtube#video
2383,1zhgze6Z2EE,2805.0,hd,youtube#video
2384,ySwPy1iuKYg,47.0,hd,youtube#video
2385,FH--3Ox4guA,51.0,hd,youtube#video
2386,q-LAhRqwOnI,46.0,hd,youtube#video
2387,AXbbvn59zdw,158.0,hd,youtube#video
2388,MEcpkRtHEdc,353.0,hd,youtube#video
2389,sqkTdgqp3nM,1006.0,hd,youtube#video
2390,Y8o0L4V8RRw,27.0,hd,youtube#video
2391,5rrmzhR4XBw,38.0,hd,youtube#video
2392,zHUMPm8FV4Q,45.0,hd,youtube#video
2393,VaqeIbvAukE,57.0,hd,youtube#video
2394,441muii9dgM,727.0,hd,youtube#video
2395,XBAZyg_1luY,952.0,hd,youtube#video
2396,pmfrBGW4lB8,46.0,hd,youtube#video
2397,6HRmIp01DDg,185.0,hd,youtube#video
2398,Gd0lBLC-VUU,58.0,hd,youtube#video
2399,8TnQjyxc4KY,259.0,hd,youtube#video
2400,7vhJSD19oRg,40.0,hd,youtube#video
2401,4GJ5EkhLAQc,72.0,hd,youtube#video
2402,iE2PFzbruFw,25859.0,hd,youtube#video
2403,Jn9UN19f4hI,10861.0,hd,youtube#video
2404,H6Yyl_vjqvk,5779.0,hd,youtube#video
2405,XX63ODNpkBw,4246.0,hd,youtube#video
2406,xNgOftHxuUc,70.0,hd,youtube#video
2407,mGzKuMy6bq0,150.0,hd,youtube#video
2408,YdNQ3kh3NhY,96.0,hd,youtube#video
2409,3J9IUsW53kg,28.0,hd,youtube#video
2410,o1NhyKK5WYc,7431.0,hd,youtube#video
2411,EPk8NIydpSo,371.0,hd,youtube#video
2412,KddYtxUcQiY,18.0,hd,youtube#video
2413,2PbBYJcrnOI,33.0,hd,youtube#video
2414,1spzFgcvu-w,1754.0,hd,youtube#video
2415,76zFAknOunM,4910.0,hd,youtube#video
2416,oZsJOer0sJI,221.0,hd,youtube#video
2417,Z8ZjbVwpALo,23636.0,hd,youtube#video
2418,7pFKe18b8r4,69.0,hd,youtube#video
2419,gzJGqML4j5k,904.0,hd,youtube#video
2420,vXaFhjdCMPs,43.0,hd,youtube#video
2421,YMfQJf02kOM,50.0,hd,youtube#video
2422,5OgG7bXZh0o,42.0,hd,youtube#video
2423,pckl_6PhezY,220.0,hd,youtube#video
2424,phz1liaEII8,2271.0,hd,youtube#video
2425,2Q4EtT8l3mo,51.0,hd,youtube#video
2426,CdiE09H-taw,112.0,hd,youtube#video
2427,MBXP7rfHQJY,1112.0,hd,youtube#video
2428,RjtiwThben4,71.0,hd,youtube#video
2429,kwbyDnlLWIw,4611.0,hd,youtube#video
2430,zShWcnat2xc,73.0,hd,youtube#video
2431,c4yo8FDhTcs,89.0,hd,youtube#video
2432,sv7sihzuNsY,151.0,hd,youtube#video
2433,TXOLlgzAdxM,3687.0,hd,youtube#video
2434,rWEq0uJykWM,52.0,hd,youtube#video
2435,XzYl8S2PpZo,148.0,hd,youtube#video
2436,CmvI3Y5_U5I,61.0,hd,youtube#video
2437,MBxjUusxnKg,59.0,hd,youtube#video
2438,jegMLxWAxJA,31730.0,hd,youtube#video
2439,89gUNqrlubk,35.0,hd,youtube#video
2440,cxRoju6HdhM,46.0,hd,youtube#video
2441,SioseHywI6k,157.0,hd,youtube#video
2442,Uy_MflMquDQ,145.0,hd,youtube#video
2443,IuePFWQmkqI,47.0,hd,youtube#video
2444,EbmUsmAuTQo,105.0,hd,youtube#video
2445,AgxbQjjc-XM,721.0,hd,youtube#video
2446,uYkJVTT5PUs,315.0,hd,youtube#video
2447,aQm6ZhlT_oI,38144.0,hd,youtube#video
2448,cZUiyfeJQOc,23188.0,hd,youtube#video
2449,JlIHWjVz98Y,40.0,hd,youtube#video
2450,6oj-j8zEcgI,725.0,hd,youtube#video
2451,GWrtTxB03ZY,26.0,hd,youtube#video
2452,5ZE9-RSxutY,57.0,hd,youtube#video
2453,U25Cmn9FqnU,249.0,hd,youtube#video
2454,4bEqmfcVpTo,281.0,hd,youtube#video
2455,ac2PJ_7knsM,88.0,hd,youtube#video
2456,Ewtkba4sQ9g,47.0,hd,youtube#video
2457,YnfwuVZNMWY,8750.0,hd,youtube#video
2458,kv0gU2R5_wg,42.0,hd,youtube#video
2459,1uaz0vkymes,244.0,hd,youtube#video
2460,X3oRhmnXzRo,58.0,hd,youtube#video
2461,I93ufZTcFs8,42900.0,hd,youtube#video
2462,65ipKiI6eac,263.0,hd,youtube#video
2463,9J2i1JhKx5E,29730.0,hd,youtube#video
2464,vN1denBIEd4,14225.0,hd,youtube#video
2465,sk_nHecWQUE,27.0,hd,youtube#video
2466,NCZ6j6x68Xc,166.0,hd,youtube#video
2467,L_xBe7MbPwk,760.0,hd,youtube#video
2468,apxOPVWYSDg,,,
2469,8PR-as72nVU,22451.0,hd,youtube#video
2470,2fS7NG7j_yA,112.0,hd,youtube#video
2471,_A56tRhsRjM,19.0,hd,youtube#video
2472,idb577nkhfw,196.0,hd,youtube#video
2473,vA7-BbvKK6U,657.0,hd,youtube#video
2474,cTJbxUL2Pw8,695.0,hd,youtube#video
2475,N3YZbjnIAEM,902.0,hd,youtube#video
2476,mjAWNShorIg,36.0,hd,youtube#video
2477,olKrW1nxpWs,34420.0,hd,youtube#video
2478,FM2uIM94FUg,155.0,hd,youtube#video
2479,cGez1q4iOFU,4649.0,hd,youtube#video
2480,rijxKfnLvFo,57.0,hd,youtube#video
2481,f-FDxTu4VD4,38.0,hd,youtube#video
2482,vYU-5ncsmp8,17578.0,hd,youtube#video
2483,_ZkO_ZVs580,44.0,hd,youtube#video
2484,g7r3_WzEXrM,184.0,hd,youtube#video
2485,-QqKDavhda4,1119.0,hd,youtube#video
2486,TjZy9Q476XQ,7476.0,hd,youtube#video
2487,7lUaGHrSsPI,43.0,hd,youtube#video
2488,UtCj0A3SBnY,9251.0,hd,youtube#video
2489,T6wpO2LhDP0,300.0,hd,youtube#video
2490,He3LtTAFy74,141.0,hd,youtube#video
2491,u7u0MHH8Ofo,44.0,hd,youtube#video
2492,VfX8ZDB0x-U,139.0,hd,youtube#video
2493,BYSrheVfnuY,38.0,hd,youtube#video
2494,o7s2YhX2e9E,59.0,hd,youtube#video
2495,ta3Ki6zxlmE,53.0,hd,youtube#video
2496,AUPu98iAzoY,62.0,hd,youtube#video
2497,820Qr4BH0YM,944.0,hd,youtube#video
2498,wbgGW0qiNWQ,587.0,hd,youtube#video
2499,aWPXt8mCJeg,148.0,hd,youtube#video
2500,3h1v9SuCpTM,38.0,hd,youtube#video
2501,_BkabV5gDBA,126.0,hd,youtube#video
2502,_4gv9ev4rjo,944.0,hd,youtube#video
2503,r7Ya0CZ7rw0,33.0,hd,youtube#video
2504,sCUafgBidaU,539.0,hd,youtube#video
2505,Y3QzLIBp64M,705.0,hd,youtube#video
2506,HrwyxCeFLv8,211.0,hd,youtube#video
2507,g4n6QGUool8,754.0,hd,youtube#video
2508,1XccsgvoajU,499.0,hd,youtube#video
2509,l-4uwu4_neA,195.0,hd,youtube#video
2510,DL1VN50Y2pY,194.0,hd,youtube#video
2511,ugHz453pqjs,430.0,hd,youtube#video
2512,bxv4iPPqlUw,36601.0,hd,youtube#video
2513,lQvJKlBLEPQ,58.0,hd,youtube#video
2514,KslQDoke5B0,38.0,hd,youtube#video
2515,yfJFBfEwGeQ,143.0,hd,youtube#video
2516,6-qBos01i0g,977.0,hd,youtube#video
2517,hVa3eCeaGlo,471.0,hd,youtube#video
2518,8Spcb3TsM2I,243.0,hd,youtube#video
2519,Jg6jWtEawVU,442.0,hd,youtube#video
2520,dP3f30NUg_M,100.0,hd,youtube#video
2521,rUaBy7t5NJ0,7580.0,hd,youtube#video
2522,6B0ltZRiymU,60.0,hd,youtube#video
2523,se_pst_Fz0g,1056.0,hd,youtube#video
2524,xV7ifWTcmqg,305.0,hd,youtube#video
2525,0FBU3JCFAuM,40.0,hd,youtube#video
2526,7syBWRmI_Jo,27.0,hd,youtube#video
2527,GuJ80SRjL88,33.0,hd,youtube#video
2528,5BvwWkK4ggU,66.0,hd,youtube#video
2529,oaeh1pgb2-w,11866.0,hd,youtube#video
2530,78KTWwkzZ20,71.0,hd,youtube#video
2531,IKTwmf6hlqw,59.0,hd,youtube#video
2532,-zw2DzORz6w,3047.0,hd,youtube#video
2533,YrHzVa2w8a8,175.0,hd,youtube#video
2534,mb5zigxT_wA,35.0,hd,youtube#video
2535,vWrDJIHskW8,160.0,hd,youtube#video
2536,6INikadSOm4,131.0,hd,youtube#video
2537,2XQy8QILBec,65.0,hd,youtube#video
2538,OR-hvTBmGeA,335.0,hd,youtube#video
2539,BBJbsnE29jo,703.0,hd,youtube#video
2540,J0BFrOD3mRk,375.0,hd,youtube#video
2541,Rsqe4UyaAe8,49.0,hd,youtube#video
2542,BCR8BX_7uoU,106.0,hd,youtube#video
2543,3UL_SSKBDIc,46.0,hd,youtube#video
2544,xDDlB51dX5E,655.0,hd,youtube#video
2545,QAVrSm-NiBo,611.0,hd,youtube#video
2546,WmPkv31g7xI,132.0,hd,youtube#video
2547,Serd0gZP6uw,5486.0,hd,youtube#video
2548,uO06tFHw8LA,1853.0,hd,youtube#video
2549,TrQM2wWL5lk,71.0,hd,youtube#video
2550,jzPluADHkIs,2082.0,hd,youtube#video
2551,yqXvGx1mkyg,58.0,hd,youtube#video
2552,8TYTbZ0zSdM,59.0,hd,youtube#video
2553,d5hbwGK1h5M,258.0,hd,youtube#video
2554,3ssXxnX8bgw,37.0,hd,youtube#video
2555,2aK9U21Sm7s,138.0,hd,youtube#video
2556,opkAzSn43x8,107.0,hd,youtube#video
2557,mQIBVZ8wiaY,57.0,hd,youtube#video
2558,4gQgVbLbPRw,43.0,hd,youtube#video
2559,UB-Z5saWe5w,59.0,hd,youtube#video
2560,XGWXOl5cjLI,240.0,hd,youtube#video
2561,C30-YjuXTNQ,451.0,hd,youtube#video
2562,BYNX6VOjZSM,22.0,hd,youtube#video
2563,qa2WUp4mjrE,399.0,hd,youtube#video
2564,KKYbAUPRo_Y,92.0,hd,youtube#video
2565,xl4_4w4T5vU,56.0,hd,youtube#video
2566,-pqLMCqrdfg,54.0,hd,youtube#video
2567,aBAQNHu8yd8,63.0,hd,youtube#video
2568,Ff0L6wZOQE0,77.0,hd,youtube#video
2569,AVJlN7XYh0o,15.0,hd,youtube#video
2570,z9qsigm1NaE,58.0,hd,youtube#video
2571,VkYz_CBnVJk,59.0,hd,youtube#video
2572,dx2Zf7ZL4HQ,24.0,hd,youtube#video
2573,vhE5Hnqqd60,38.0,hd,youtube#video
2574,f443Waa3TMg,33.0,hd,youtube#video
2575,v6Bbg975GRk,54.0,hd,youtube#video
2576,YT08NSjux6o,164.0,hd,youtube#video
2577,N4S_4sAd4PQ,13916.0,hd,youtube#video
2578,DMmEP-5V3ag,6409.0,hd,youtube#video
2579,jKN1LYWiZdY,33.0,hd,youtube#video
2580,ByXXTPG6D0Y,15.0,hd,youtube#video
2581,MjY-gLkm1uU,188.0,hd,youtube#video
2582,0wrcZePvZkY,28.0,hd,youtube#video
2583,qs8gUhdYyz0,38.0,hd,youtube#video
2584,UzigZwzj6aY,84.0,hd,youtube#video
2585,L675LUHSvD8,141.0,hd,youtube#video
2586,0smbBQ7oKlI,58.0,hd,youtube#video
2587,DnDEw2Dd-nE,29.0,hd,youtube#video
2588,lsvnyB_QhW8,77.0,hd,youtube#video
2589,HfzSGyGvtuQ,609.0,hd,youtube#video
2590,u-i2dgyu24U,100.0,hd,youtube#video
2591,xDo-3nfgkG0,2032.0,hd,youtube#video
2592,TPe4dFn3LnA,3931.0,hd,youtube#video
2593,NUuGdq-ahDI,34.0,hd,youtube#video
2594,wNKC9_1cvww,6478.0,hd,youtube#video
2595,ckOZ0b-axSk,2393.0,hd,youtube#video
2596,XIZQ-V1AbrY,58.0,hd,youtube#video
2597,86BaZNyNW2o,808.0,hd,youtube#video
2598,M0gNIYi87hs,243.0,hd,youtube#video
2599,xbi2-Ek524o,130.0,hd,youtube#video
2600,9a7prUdQwjQ,30519.0,hd,youtube#video
2601,-cunACtQAiY,110.0,hd,youtube#video
2602,x-cRZ2QHat4,246.0,hd,youtube#video
2603,ekBVTqfnS4o,216.0,hd,youtube#video
2604,JXWZTEvvLqI,52.0,hd,youtube#video
2605,oxDaWWECqc0,490.0,hd,youtube#video
2606,6nKY5TzQHe0,514.0,hd,youtube#video
2607,bfzQq2YE-U0,38.0,hd,youtube#video
2608,e0pcoOJdO4M,109.0,hd,youtube#video
2609,eYo7l-8ZiK4,38.0,hd,youtube#video
2610,wjQHJzJa0V4,165.0,hd,youtube#video
2611,Lfp2kwF7A2c,60.0,hd,youtube#video
2612,AGjUidc9pL8,55.0,hd,youtube#video
2613,WoUHXnsmL90,153.0,hd,youtube#video
2614,2h1k92aZ8ro,188.0,hd,youtube#video
2615,WbELLMS7JFo,27.0,hd,youtube#video
2616,kmXPA3xyxiQ,1018.0,hd,youtube#video
2617,BclLCRLqMig,189.0,hd,youtube#video
2618,X7NrRnVuHLE,74.0,hd,youtube#video
2619,-DrhRUgfaBs,57.0,hd,youtube#video
2620,zq8POoPrbGA,533.0,hd,youtube#video
2621,0eoMJrRejIw,30.0,hd,youtube#video
2622,RO19KoR8n7I,76.0,hd,youtube#video
2623,NSBvo6oCcgg,43.0,hd,youtube#video
2624,wse1x5ObB3M,47.0,hd,youtube#video
2625,5EefSh1EzPA,51.0,hd,youtube#video
2626,c1P_VDmurOA,42899.0,hd,youtube#video
2627,MicmZlGfGJg,744.0,hd,youtube#video
2628,PaxAQEFgtXo,2058.0,hd,youtube#video
2629,tqtFTM91SGw,64.0,hd,youtube#video
2630,sPqgtGl2ehw,113.0,hd,youtube#video
2631,bPrmA1SEN2k,1751.0,hd,youtube#video
2632,8kotOaUJFSw,886.0,hd,youtube#video
2633,TdxVgL_kt4E,202.0,hd,youtube#video
2634,b9zBrUxbxwA,8455.0,hd,youtube#video
2635,hyg8NqK2YMg,423.0,hd,youtube#video
2636,9SjFQ1Ddvgc,59.0,hd,youtube#video
2637,t7yhf2Rjcj0,57.0,hd,youtube#video
2638,feNjntgYNpw,43.0,hd,youtube#video
2639,e3KbWLroHs0,894.0,hd,youtube#video
2640,GF_vADon8aE,54.0,hd,youtube#video
2641,qw0WiYfxx_k,32.0,hd,youtube#video
2642,QFu8gcbjgtQ,58.0,hd,youtube#video
2643,m14qDjvXXUQ,28.0,hd,youtube#video
2644,A3ROQp9Pc7Q,102.0,hd,youtube#video
2645,M_J6yOCrIA4,23.0,hd,youtube#video
2646,KC5Q8g2RC1w,55.0,hd,youtube#video
2647,JcJzXvyK_j4,48.0,hd,youtube#video
2648,uGxBnnynfPI,186.0,hd,youtube#video
2649,CBCk8L3gIIk,39.0,hd,youtube#video
2650,1OmKJ-eRYj4,40.0,hd,youtube#video
2651,4DaDia75oXw,48.0,hd,youtube#video
2652,W2BqBV7vJoE,2901.0,hd,youtube#video
2653,LosDVFwsn9Y,44.0,hd,youtube#video
2654,cRhTsPsb0wA,21724.0,hd,youtube#video
2655,mwqDHbsWlqg,200.0,hd,youtube#video
2656,6xYM3Paox_s,3126.0,hd,youtube#video
2657,CgmvAMiVKFE,1096.0,hd,youtube#video
2658,1E-Mhy059Q8,58.0,hd,youtube#video
2659,iUalYS_QfnM,8850.0,hd,youtube#video
2660,20CU38h8Ydg,77.0,hd,youtube#video
2661,csG_qfOTvxw,738.0,hd,youtube#video
2662,_ly9N30LAAs,40.0,hd,youtube#video
2663,_zeay-YXRR4,50.0,hd,youtube#video
2664,7N2x77x-8Vo,39.0,hd,youtube#video
2665,OG6dPHN3bUQ,61.0,hd,youtube#video
2666,sYIYQW03BZ8,336.0,hd,youtube#video
2667,8jYp5kNYRCQ,186.0,hd,youtube#video
2668,szYettbU1Cg,222.0,hd,youtube#video
2669,fU4lsoj8oS4,201.0,hd,youtube#video
2670,sstNuhkmvV0,26.0,hd,youtube#video
2671,F9jlB3grNwU,56.0,hd,youtube#video
2672,rybZf7nuo-0,115.0,hd,youtube#video
2673,woN_ThCBn3A,153.0,hd,youtube#video
2674,975zeidh7ew,49.0,hd,youtube#video
2675,6ly2glsrOi4,111.0,hd,youtube#video
2676,RMkdl7Sf2W0,71.0,hd,youtube#video
2677,1pjH7hvhB4o,46.0,hd,youtube#video
2678,6sQbkSrHtqg,26.0,hd,youtube#video
2679,4vWyDBL_x3g,109.0,hd,youtube#video
2680,dlKMMtv6dyM,39086.0,hd,youtube#video
2681,sTmHj4SfWMo,105.0,hd,youtube#video
2682,UfbpC8oVWq4,41.0,hd,youtube#video
2683,f8J-60MW20g,53.0,hd,youtube#video
2684,Qmv0UKl37V0,51.0,hd,youtube#video
2685,TtChAQvSKhs,7865.0,hd,youtube#video
2686,6DkyFI5v0AY,842.0,hd,youtube#video
2687,C_1RWCpJxYs,57.0,hd,youtube#video
2688,9r-fCnRuYxQ,64.0,hd,youtube#video
2689,f2GUkedrYgk,70.0,hd,youtube#video
2690,la8kh3D1suA,48.0,hd,youtube#video
2691,BRUR1DnTpJI,257.0,hd,youtube#video
2692,hgtc9lox6qU,65.0,hd,youtube#video
2693,7W_8IiPUCN4,101.0,hd,youtube#video
2694,7vKNJYYdFAg,41894.0,hd,youtube#video
2695,ecaxUILGPLI,30699.0,hd,youtube#video
2696,2Tb54WVkOaY,192.0,hd,youtube#video
2697,BWujOiJLKcw,36.0,hd,youtube#video
2698,LOUaom9HZIg,1979.0,hd,youtube#video
2699,wrSwVCKIii0,42899.0,hd,youtube#video
2700,sP0cSY5UAmw,48.0,hd,youtube#video
2701,XlGqQULVnMw,49.0,hd,youtube#video
2702,LMJq5JsR4O8,144.0,hd,youtube#video
2703,n5Lt-Gk9Bi8,269.0,hd,youtube#video
2704,R9_ky6wZlK8,35.0,hd,youtube#video
2705,RevN6HKfbPQ,45.0,hd,youtube#video
2706,UW_HGK13Eng,52.0,hd,youtube#video
2707,fJ4NNMRFtQM,83.0,hd,youtube#video
2708,uRxVSSSDCyA,61.0,hd,youtube#video
2709,t7d-n5hdlhU,85.0,hd,youtube#video
2710,yhYxjf3Kx1U,7070.0,hd,youtube#video
2711,t6GEqnnNSpY,42899.0,hd,youtube#video
2712,7Gznuq4FxVA,43.0,hd,youtube#video
2713,7FFETnA6NHk,34.0,hd,youtube#video
2714,5YtnWfHXSrs,172.0,hd,youtube#video
2715,cpe18KCUed4,294.0,hd,youtube#video
2716,9bvkOACxfko,58.0,hd,youtube#video
2717,CVCT3RhGuZ0,190.0,hd,youtube#video
2718,gvUfTkEbUQI,204.0,hd,youtube#video
2719,sTmTGOnUT-E,7744.0,hd,youtube#video
2720,d1osTSo5FQQ,126.0,hd,youtube#video
2721,RIh1Mo7T5UE,57.0,hd,youtube#video
2722,p06cNc8fKWI,238.0,hd,youtube#video
2723,wJMgxLEMKYI,96.0,hd,youtube#video
2724,Pekb3meyq0g,73.0,hd,youtube#video
2725,0I7bedC9jPU,8101.0,hd,youtube#video
2726,dXLWyrXhO7Q,40.0,hd,youtube#video
2727,Hggs98VM5Ho,32832.0,hd,youtube#video
2728,ijB3dJtJBvY,84.0,hd,youtube#video
2729,lc3QQOHNKpE,133.0,hd,youtube#video
2730,RAC8FGngn3k,50.0,hd,youtube#video
2731,mbRqyWukFIc,37.0,hd,youtube#video
2732,tB3moim1Uh8,1289.0,hd,youtube#video
2733,6TuOCQF9FAY,17685.0,hd,youtube#video
2734,1fDhfqSmOCA,29.0,hd,youtube#video
2735,vUjX1d5CyBY,24.0,hd,youtube#video
2736,ZqbZOMbeL6o,52.0,hd,youtube#video
2737,KujppTurQY4,2950.0,hd,youtube#video
2738,mige1YMqnqI,13351.0,hd,youtube#video
2739,OzwbRrEdws4,30.0,hd,youtube#video
2740,thDpQlI41EM,26.0,hd,youtube#video
2741,vBGTDL6xugQ,21961.0,hd,youtube#video
2742,QZRS3eOnzYY,36264.0,hd,youtube#video
2743,6BCvhFy_CxA,132.0,hd,youtube#video
2744,wf9zQNszzpE,182.0,hd,youtube#video
2745,JTYug6XN5Wc,15979.0,hd,youtube#video
2746,ditS6JM_aYo,30.0,hd,youtube#video
2747,9Pmf3eLC-Ds,95.0,hd,youtube#video
2748,HUPKxDGghCM,85.0,hd,youtube#video
2749,MC8hHvqYiHA,231.0,hd,youtube#video
2750,HW740DKh8AI,398.0,hd,youtube#video
2751,CTu0qnuMxgA,1817.0,hd,youtube#video
2752,i5B0xSbMRcE,123.0,hd,youtube#video
2753,EZ0NA3YvYpc,23204.0,hd,youtube#video
2754,B_1xDbQujJs,470.0,hd,youtube#video
2755,uA6sL65UNi4,972.0,hd,youtube#video
2756,3hN3WrNJdDA,37.0,hd,youtube#video
2757,6EXP2-d_xQA,450.0,hd,youtube#video
2758,GSmW59dM0-o,797.0,hd,youtube#video
2759,-GI8hCtd3s8,40.0,hd,youtube#video
2760,XRqywiC-n8U,53.0,hd,youtube#video
2761,-cAXTILxM_s,58.0,hd,youtube#video
2762,jjPuAs2pWPo,54.0,hd,youtube#video
2763,GOxLGbYvqfU,402.0,hd,youtube#video
2764,AAN9UUf45ag,60.0,hd,youtube#video
2765,c4zKePz1pC8,42901.0,hd,youtube#video
2766,FKEJ2_T9swo,663.0,hd,youtube#video
2767,Qf-lVEsOtAY,70.0,hd,youtube#video
2768,3Ls7Gy9UOZg,46.0,hd,youtube#video
2769,g1GNPhGffrg,152.0,hd,youtube#video
2770,e2pvEzbs6ME,156.0,hd,youtube#video
2771,z535Vt1HTso,98.0,hd,youtube#video
2772,_0AGkh4wo1o,185.0,hd,youtube#video
2773,9cw_g2JJ1Xk,220.0,hd,youtube#video
2774,y6XOkuayo-Q,340.0,hd,youtube#video
2775,XlKZ1MLFcwE,38.0,hd,youtube#video
2776,h0AYbLGRa2I,229.0,hd,youtube#video
2777,la7xYP8PdNQ,48.0,hd,youtube#video
2778,evN3kipQBUs,54.0,hd,youtube#video
2779,J6kL5enWQuU,57.0,hd,youtube#video
2780,ZkdV81Ak-7s,392.0,hd,youtube#video
2781,iENwh-x3M9A,3281.0,hd,youtube#video
2782,yk_QfZ7T_BQ,50.0,hd,youtube#video
2783,T3mLnzqiz08,7287.0,hd,youtube#video
2784,995oVBt3drQ,187.0,hd,youtube#video
2785,xw5k5an-Y-s,185.0,hd,youtube#video
2786,pwVIMv0o5Qs,552.0,hd,youtube#video
2787,I1P36YjrBwk,10905.0,hd,youtube#video
2788,KNknjPLE0G8,166.0,hd,youtube#video
2789,ElMaB1Y-G5k,42.0,hd,youtube#video
2790,pMiImjeo_wk,144.0,hd,youtube#video
2791,Hd-V8kW2U5I,21389.0,hd,youtube#video
2792,hwZgIhafQ3k,21231.0,hd,youtube#video
2793,6nCMiFpfua0,26290.0,hd,youtube#video
2794,PFVfOyIPAm4,55.0,hd,youtube#video
2795,ExtEmiZcVJ4,52.0,hd,youtube#video
2796,HnzuTbxEoaI,209.0,hd,youtube#video
2797,jWzk1eLKrcY,379.0,hd,youtube#video
2798,I0K07TD2VHg,20.0,hd,youtube#video
2799,3YC4h0x0h60,276.0,hd,youtube#video
2800,92bkjXUOZXg,23611.0,hd,youtube#video
2801,TilMFL2pwr8,9126.0,hd,youtube#video
2802,9zuX89i12xU,116.0,hd,youtube#video
2803,KEy75RtLgz8,12051.0,hd,youtube#video
2804,qLax_pLaG2E,88.0,hd,youtube#video
2805,67VmlOyWskE,1794.0,hd,youtube#video
2806,0W5pwmiiElM,53.0,hd,youtube#video
2807,48BZYKQra0U,42330.0,hd,youtube#video
2808,pqMGQxvbiAM,498.0,hd,youtube#video
2809,Qv6YvpxsczE,3261.0,hd,youtube#video
2810,oZztRx8RTLE,57.0,hd,youtube#video
2811,7PF61bmKRhM,63.0,hd,youtube#video
2812,a_h1Nhrby3w,195.0,hd,youtube#video
2813,-wM8qDVfwkk,138.0,hd,youtube#video
2814,dU53SzLoZnQ,4399.0,hd,youtube#video
2815,NNxoG5rYnAo,46.0,hd,youtube#video
2816,uaoj4cN2oYs,406.0,hd,youtube#video
2817,4i0eqBqyt0I,90.0,hd,youtube#video
2818,p1a91XyDf-Q,183.0,hd,youtube#video
2819,XDVNUH09Hfw,7325.0,hd,youtube#video
2820,-UCBLtt7HOI,262.0,hd,youtube#video
2821,kbP-UB9ZcR0,42899.0,hd,youtube#video
2822,h85H_XZvX4I,447.0,hd,youtube#video
2823,TGxjE82HMjM,969.0,hd,youtube#video
2824,BmimynwJZ68,5386.0,hd,youtube#video
2825,ZejZE9MqOOc,58.0,hd,youtube#video
2826,7JvXm8CLzXg,87.0,hd,youtube#video
2827,YQAFMzOgZ-k,34.0,hd,youtube#video
2828,IajRJtZ6mlw,8383.0,hd,youtube#video
2829,LiUzWaRh2E8,271.0,hd,youtube#video
2830,lAfS2QYI9KE,4515.0,hd,youtube#video
2831,ZH-qF772h6Y,59.0,hd,youtube#video
2832,Lbds_8FOGaM,9681.0,hd,youtube#video
2833,P_XQGYlhO6I,91.0,hd,youtube#video
2834,YOqwzJg2FCE,47.0,hd,youtube#video
2835,d2mYb59ncY8,5436.0,hd,youtube#video
2836,qCgoyMG2rCc,211.0,hd,youtube#video
2837,0U3c3BkArs0,97.0,hd,youtube#video
2838,u9cBoGVfgVU,230.0,hd,youtube#video
2839,jPq8zS5co2M,130.0,hd,youtube#video
2840,5FVBtKD13-s,42897.0,hd,youtube#video
2841,sZuzxy_hV6s,1437.0,hd,youtube#video
2842,x44A_DEbvCM,73.0,hd,youtube#video
2843,GCIwAMdXeHM,490.0,hd,youtube#video
2844,BE4OKMctP7M,56.0,hd,youtube#video
2845,hfIF0hcxp0Y,237.0,hd,youtube#video
2846,Qw_I3tOEXR0,38.0,hd,youtube#video
2847,beR-x3_H5Xk,71.0,hd,youtube#video
2848,bKY7-7CdeuU,43.0,hd,youtube#video
2849,nTrrNqRodcU,129.0,hd,youtube#video
2850,1vXf4MfjT8M,222.0,hd,youtube#video
2851,JMRr6LjOO74,58.0,hd,youtube#video
2852,VAACE9i3rDg,58.0,hd,youtube#video
2853,-3CVMxrjbE8,423.0,hd,youtube#video
2854,G8aa522r8XE,5047.0,hd,youtube#video
2855,W7pzJhS2XBw,56.0,hd,youtube#video
